RecordID,Brainwave,TP9,AF7,AF8,TP10
1206,Beta,0.8846532,-0.39707756,-0.35310316,0.7317974
1207,Delta,0.97311467,0.14476691,-0.16867806,0.702675
1208,Theta,0.62999976,-0.41899127,-0.36849487,0.2383379
1209,Gamma,0.15919727,-0.83548176,-0.8533262,0.5381752
1210,Alpha,1.5279462,-0.32567906,-0.30175996,0.7355314
1211,Beta,0.7950976,-0.3839339,-0.34775928,0.7506264
1212,Delta,0.9652381,0.109185,-0.24263358,0.69479865
1213,Theta,0.63816226,-0.41877344,-0.39400464,0.25184834
1214,Gamma,0.14597583,-0.8320944,-0.87582964,0.51767826
1215,Alpha,1.4276694,-0.25653368,-0.30550018,0.7355314
1216,Beta,0.7128827,-0.36558613,-0.34080967,0.7636934
1217,Delta,0.9989704,0.099208176,-0.3230708,0.6803801
1218,Theta,0.6813218,-0.4227917,-0.4270897,0.25210005
1219,Gamma,0.14641517,-0.8349606,-0.89399916,0.49891487
1220,Alpha,1.4834945,-0.20595747,-0.30791318,0.7355314
1221,Beta,0.6638505,-0.34643567,-0.3336149,0.7721719
1222,Delta,1.0475092,0.10177114,-0.39158943,0.66247463
1223,Theta,0.7463175,-0.4330985,-0.46048182,0.24283513
1224,Gamma,0.15060323,-0.8408379,-0.9089988,0.48331252
1225,Alpha,1.4937242,-0.19651666,-0.30411047,0.7343123
1226,Beta,0.6475165,-0.3307499,-0.32439485,0.79494196
1227,Delta,1.0996357,0.09981011,-0.41971967,0.65255487
1228,Theta,0.81055176,-0.44265196,-0.47847375,0.21636139
1229,Gamma,0.14745063,-0.8494094,-0.9188901,0.45680204
1230,Alpha,1.4937242,-0.19651666,-0.29640934,0.7322573
1231,Beta,0.64339936,-0.32081634,-0.31256917,0.81798947
1232,Delta,1.143945,0.08146182,-0.4222233,0.6421216
1233,Theta,0.85580885,-0.44785473,-0.47430226,0.19349253
1234,Gamma,0.13385898,-0.85920995,-0.9201292,0.43214923
1235,Alpha,1.4937242,-0.1904877,-0.28968087,0.71115893
1236,Beta,0.6391913,-0.31562293,-0.29930416,0.837854
1237,Delta,1.1776574,0.03556516,-0.41879898,0.62926716
1238,Theta,0.87783134,-0.45794564,-0.44897473,0.17748176
1239,Gamma,0.11517917,-0.8666495,-0.9121462,0.41299233
1240,Alpha,1.4937242,-0.16767192,-0.2676674,0.69057655
1241,Beta,0.63350224,-0.31169,-0.28501046,0.85197884
1242,Delta,1.1970835,-0.045343686,-0.40686807,0.61570156
1243,Theta,0.88559794,-0.4912033,-0.40886283,0.17317171
1244,Gamma,0.09782211,-0.86804956,-0.8982253,0.40111336
1245,Alpha,1.4937242,-0.14825958,-0.24117996,0.69087523
1246,Beta,0.6272726,-0.30598834,-0.2670352,0.8616905
1247,Delta,1.2090096,-0.1560404,-0.39446265,0.62394595
1248,Theta,0.88867104,-0.5529624,-0.36457732,0.18369758
1249,Gamma,0.08689217,-0.86437416,-0.87992895,0.39388776
1250,Alpha,1.4937242,-0.1500096,-0.19420373,0.68418324
1251,Beta,0.6217754,-0.29902643,-0.24457666,0.8708308
1252,Delta,1.2171707,-0.26177356,-0.39230803,0.67739946
1253,Theta,0.89055157,-0.6197972,-0.32595256,0.20658292
1254,Gamma,0.08609106,-0.8590958,-0.8535421,0.38454393
1255,Alpha,1.4937242,-0.16822909,-0.14250927,0.66785145
1256,Beta,0.6181767,-0.2953015,-0.22323008,0.8821397
1257,Delta,1.224577,-0.3264551,-0.40737024,0.7727522
1258,Theta,0.8924667,-0.6506325,-0.2980038,0.22994226
1259,Gamma,0.09344063,-0.8536867,-0.81625074,0.36811885
1260,Alpha,1.4937242,-0.16854744,-0.08916396,0.6073391
1261,Beta,0.6168366,-0.2996994,-0.2108591,0.8959085
1262,Delta,1.2321858,-0.33432445,-0.435629,0.7749418
1263,Theta,0.8958256,-0.6367702,-0.28016895,0.23961058
1264,Gamma,0.10258318,-0.85060555,-0.7745901,0.3467558
1265,Alpha,1.4937242,-0.14627966,-0.063644476,0.49077842
1266,Beta,0.616672,-0.31257415,-0.20977804,0.9102785
1267,Delta,1.2428263,-0.31388497,-0.46919623,0.76698804
1268,Theta,0.9028536,-0.60663325,-0.2713954,0.23724613
1269,Gamma,0.10869733,-0.85376465,-0.73913395,0.3152817
1270,Alpha,1.4937242,-0.13153769,-0.063644476,0.4697275
1271,Beta,0.6147917,-0.33018798,-0.21618493,0.92335886
1272,Delta,1.2574673,-0.28467193,-0.4967354,0.74812
1273,Theta,0.912735,-0.5733431,-0.27110478,0.22091027
1274,Gamma,0.11227694,-0.86464673,-0.71605396,0.28529477
1275,Alpha,1.4937242,-0.11189968,-0.063644476,0.4802951
1276,Beta,0.6065266,-0.3489973,-0.22519056,0.9311879
1277,Delta,1.2726538,-0.2624563,-0.5190805,0.81096923
1278,Theta,0.91917866,-0.52840483,-0.27973962,0.21512128
1279,Gamma,0.112902865,-0.8780291,-0.7038619,0.29442555
1280,Alpha,1.4937242,-0.09986681,-0.063644476,0.49422753
1281,Beta,0.5891225,-0.36981282,-0.23544554,0.93016946
1282,Delta,1.2819407,-0.24325502,-0.5415119,0.8793602
1283,Theta,0.91311485,-0.4695075,-0.2956196,0.21693516
1284,Gamma,0.10381205,-0.8853168,-0.6970487,0.3135285
1285,Alpha,1.4937242,-0.07525353,-0.081384815,0.499051
1286,Beta,0.56309724,-0.39548796,-0.2473786,0.9296885
1287,Delta,1.2738225,-0.22384387,-0.56554353,0.9468012
1288,Theta,0.88608146,-0.4103622,-0.31245175,0.22963215
1289,Gamma,0.07703782,-0.8807991,-0.69389164,0.32847476
1290,Alpha,1.4937242,-0.052832924,-0.097406,0.5598945
1291,Beta,0.53358567,-0.42636535,-0.25963154,0.93797654
1292,Delta,1.2457335,-0.20399642,-0.5846101,0.9989983
1293,Theta,0.83495146,-0.36237076,-0.31499892,0.24971443
1294,Gamma,0.033772495,-0.86859876,-0.69656557,0.3356563
1295,Alpha,1.470527,-0.05828892,-0.0644188,0.5922203
1296,Beta,0.50680953,-0.45905256,-0.2701763,0.9503501
1297,Delta,1.201195,-0.18775211,-0.58548397,1.0381631
1298,Theta,0.7638081,-0.32845274,-0.29204947,0.2639992
1299,Gamma,-0.0114534,-0.8560911,-0.7070492,0.33860746
1300,Alpha,1.3172221,-0.069632545,0.005588526,0.6299982
1301,Beta,0.48478168,-0.4876106,-0.27925506,0.95451576
1302,Delta,1.1497862,-0.18363756,-0.55798346,1.0622973
1303,Theta,0.6852525,-0.30721608,-0.25070578,0.27027592
1304,Gamma,-0.040090047,-0.84874386,-0.7222911,0.3420956
1305,Alpha,1.0491358,-0.074406296,0.010663411,0.6619128
1306,Beta,0.46735165,-0.50804526,-0.28580326,0.94482094
1307,Delta,1.101599,-0.19109021,-0.51625234,1.0755231
1308,Theta,0.61868995,-0.29827225,-0.2107847,0.2731439
1309,Gamma,-0.045501523,-0.8481122,-0.7353232,0.34667566
1310,Alpha,0.8546051,-0.07674591,0.011511301,0.66929996
1311,Beta,0.45315027,-0.52241844,-0.28735068,0.9272023
1312,Delta,1.0581741,-0.2018733,-0.4755932,1.0817889
1313,Theta,0.57843935,-0.29929167,-0.187234,0.27912745
1314,Gamma,-0.037108764,-0.8505732,-0.7407455,0.35079807
1315,Alpha,0.8474053,-0.07674591,0.030018082,0.66929996
1316,Beta,0.44294629,-0.53672844,-0.28335056,0.91212595
1317,Delta,1.0270114,-0.20348811,-0.43943688,1.0829418
1318,Theta,0.55933076,-0.30574098,-0.18515183,0.2884652
1319,Gamma,-0.028560372,-0.8508047,-0.73949033,0.35322675
1320,Alpha,0.8474053,-0.07786143,0.039188433,0.6733153
1321,Beta,0.43696964,-0.5551119,-0.28054586,0.9046768
1322,Delta,1.0044148,-0.19654797,-0.4036794,1.0729119
1323,Theta,0.54836506,-0.31532055,-0.19924192,0.2949697
1324,Gamma,-0.029859493,-0.84663016,-0.7378639,0.3543952
1325,Alpha,0.8474053,-0.08862275,0.039188433,0.6733153
1326,Beta,0.4334657,-0.5759148,-0.28767347,0.90351576
1327,Delta,0.98735595,-0.18627799,-0.3706549,1.0390106
1328,Theta,0.5385017,-0.3296234,-0.21627297,0.2899638
1329,Gamma,-0.04344424,-0.84151065,-0.7417225,0.3548491
1330,Alpha,0.8474053,-0.09800195,0.016394485,0.6528913
1331,Beta,0.42871556,-0.59296125,-0.3059999,0.90444714
1332,Delta,0.9715874,-0.1728469,-0.34202778,0.9671745
1333,Theta,0.52835876,-0.34490722,-0.22303137,0.2743302
1334,Gamma,-0.06088256,-0.8406463,-0.7514537,0.35225552
1335,Alpha,0.8430323,-0.10111214,-0.008597978,0.6528913
1336,Beta,0.42007735,-0.59783655,-0.32826912,0.9030899
1337,Delta,0.9572525,-0.159938,-0.3232306,0.9390731
1338,Theta,0.5179199,-0.3514631,-0.2180475,0.25607228
1339,Gamma,-0.06844328,-0.845276,-0.76113325,0.34295726
1340,Alpha,0.8406761,-0.10111214,-0.019410616,0.6528913
1341,Beta,0.4077565,-0.58693314,-0.34474525,0.90045863
1342,Delta,0.94174707,-0.15225245,-0.31619743,0.91057295
1343,Theta,0.502513,-0.34559873,-0.21082248,0.23625109
1344,Gamma,-0.058556236,-0.8523434,-0.76604354,0.33781037
1345,Alpha,0.8406761,-0.10111214,-0.019410616,0.6528913
1346,Beta,0.3984738,-0.5664637,-0.35058352,0.8947154
1347,Delta,0.9238492,-0.15446687,-0.31447437,0.88223135
1348,Theta,0.47579288,-0.33821586,-0.20725387,0.21731848
1349,Gamma,-0.036583606,-0.85845804,-0.76579744,0.3366049
1350,Alpha,0.8406761,-0.10263303,-0.019410616,0.6528913
1351,Beta,0.4028671,-0.54930633,-0.3477138,0.8833082
1352,Delta,0.8958902,-0.16880654,-0.31252342,0.8064343
1353,Theta,0.43271858,-0.3452803,-0.20474271,0.1827558
1354,Gamma,-0.01280262,-0.8639706,-0.7605288,0.32596186
1355,Alpha,0.8406761,-0.12811546,-0.019410616,0.6528913
1356,Beta,0.42307448,-0.54409546,-0.3406715,0.87009376
1357,Delta,0.8460566,-0.19317102,-0.30752507,0.7124892
1358,Theta,0.3780484,-0.37204495,-0.19924207,0.143622
1359,Gamma,0.007019403,-0.8711702,-0.747166,0.32467782
1360,Alpha,0.8281926,-0.18234915,-0.011248644,0.6528913
1361,Beta,0.44920948,-0.5482374,-0.33368075,0.85131043
1362,Delta,0.7761195,-0.21887445,-0.30053452,0.5983266
1363,Theta,0.323823,-0.40720764,-0.19295417,0.1052134
1364,Gamma,0.020438334,-0.88134265,-0.7242299,0.33586642
1365,Alpha,0.75878376,-0.25547248,-0.008613473,0.6564623
1366,Beta,0.4678738,-0.5497893,-0.3293537,0.8267902
1367,Delta,0.69150376,-0.23949356,-0.2989068,0.48379266
1368,Theta,0.27645034,-0.43136808,-0.19555326,0.08470173
1369,Gamma,0.026831137,-0.89110196,-0.6961456,0.35444465
1370,Alpha,0.61045724,-0.3481683,-0.011533791,0.6384952
1371,Beta,0.47374445,-0.5396409,-0.32626835,0.80635303
1372,Delta,0.6080405,-0.25164172,-0.3108688,0.3882258
1373,Theta,0.23361857,-0.42634043,-0.21425597,0.10242056
1374,Gamma,0.027100235,-0.89236206,-0.67077106,0.37083384
1375,Alpha,0.44227836,-0.39715785,-0.021707265,0.5945842
1376,Beta,0.47312886,-0.51762635,-0.32130015,0.8017768
1377,Delta,0.5428596,-0.24730527,-0.34177545,0.3428277
1378,Theta,0.19532347,-0.39279088,-0.24869871,0.14681739
1379,Gamma,0.024072742,-0.878417,-0.6543684,0.3774707
1380,Alpha,0.42675513,-0.37920767,-0.07642526,0.5547138
1381,Beta,0.47980112,-0.48753855,-0.31544793,0.812533
1382,Delta,0.509714,-0.22803561,-0.3834202,0.33983374
1383,Theta,0.17871478,-0.3492804,-0.28730714,0.18834473
1384,Gamma,0.021744784,-0.85173815,-0.6494978,0.37282416
1385,Alpha,0.4570453,-0.34737304,-0.10498539,0.55478245
1386,Beta,0.50362915,-0.4507672,-0.31322417,0.8258302
1387,Delta,0.5189257,-0.20312329,-0.41433048,0.39523217
1388,Theta,0.19651715,-0.31223276,-0.31135732,0.2119407
1389,Gamma,0.024506986,-0.8235783,-0.6543454,0.3607997
1390,Alpha,0.58334017,-0.28875977,-0.10493056,0.54858726
1391,Beta,0.5378634,-0.40997288,-0.31976193,0.82630724
1392,Delta,0.56923527,-0.19090794,-0.39030752,0.404512
1393,Theta,0.2550209,-0.28635997,-0.30792135,0.21328257
1394,Gamma,0.036750715,-0.8032836,-0.66353124,0.35659143
1395,Alpha,0.6754999,-0.20317708,-0.05775003,0.54858726
1396,Beta,0.56669277,-0.3699603,-0.33360195,0.8252139
1397,Delta,0.68626803,-0.17776743,-0.28462368,0.414619
1398,Theta,0.33845916,-0.2609745,-0.28537047,0.20867626
1399,Gamma,0.05806933,-0.7913837,-0.6697598,0.35886973
1400,Alpha,0.69705075,-0.10636351,-0.033955917,0.54858726
1401,Beta,0.5787756,-0.33493268,-0.34514832,0.82230467
1402,Delta,0.87419105,-0.1361286,-0.105323516,0.42045698
1403,Theta,0.43790874,-0.22674769,-0.26582974,0.20755887
1404,Gamma,0.08315693,-0.7792966,-0.66875356,0.36788347
1405,Alpha,0.69825804,-0.04520973,-0.050754786,0.54858726
1406,Beta,0.5770319,-0.3063623,-0.34573257,0.8170109
1407,Delta,1.0717412,-0.061766017,0.07842976,0.42676574
1408,Theta,0.53613585,-0.19089194,-0.2605947,0.21626149
1409,Gamma,0.10411486,-0.75944173,-0.66332203,0.3809672
1410,Alpha,0.7057637,-0.036722325,-0.06214411,0.54858726
1411,Beta,0.57353777,-0.28453067,-0.33602867,0.8094134
1412,Delta,1.2227917,0.019800104,0.2261439,0.4419717
1413,Theta,0.61846864,-0.16768207,-0.2635818,0.23615438
1414,Gamma,0.11693575,-0.7320895,-0.6590828,0.39471963
1415,Alpha,0.7057637,-0.03278345,-0.06578349,0.54858726
1416,Beta,0.57870466,-0.26800156,-0.3263957,0.8028102
1417,Delta,1.3188227,0.08688068,0.3290168,0.4723498
1418,Theta,0.6741542,-0.16303287,-0.2631736,0.26449874
1419,Gamma,0.12081774,-0.7052268,-0.655774,0.4070301
1420,Alpha,0.7057637,-0.030798089,-0.06578349,0.54858726
1421,Beta,0.59093827,-0.25387302,-0.32653627,0.80251765
1422,Delta,1.3695011,0.12538764,0.3867647,0.5165141
1423,Theta,0.70241994,-0.16929358,-0.26043537,0.299054
1424,Gamma,0.11694828,-0.68437505,-0.649989,0.41684118
1425,Alpha,0.7057637,-0.02879011,-0.06578349,0.54858726
1426,Beta,0.59609824,-0.23864369,-0.337989,0.8134421
1427,Delta,1.3905201,0.14245304,0.41296652,0.5699765
1428,Theta,0.7240679,-0.17316008,-0.2626459,0.3371477
1429,Gamma,0.11300491,-0.6662616,-0.6425682,0.42224613
1430,Alpha,0.7057637,-0.001921187,-0.06578349,0.54858726
1431,Beta,0.59351397,-0.22172138,-0.354673,0.83851635
1432,Delta,1.4136164,0.15515995,0.42543966,0.62578624
1433,Theta,0.74325657,-0.163046,-0.27120852,0.37636042
1434,Gamma,0.10949012,-0.6427286,-0.6408448,0.41944516
1435,Alpha,0.7057637,0.053644776,-0.06578349,0.54858726
1436,Beta,0.58617216,-0.20604575,-0.3686185,0.87726
1437,Delta,1.4408319,0.1724296,0.43463334,0.6830116
1438,Theta,0.75956506,-0.13807705,-0.27583003,0.41534624
1439,Gamma,0.10965099,-0.6121841,-0.6481823,0.4043643
1440,Alpha,0.7057637,0.06441931,-0.069351345,0.54858726
1441,Beta,0.56988823,-0.19464515,-0.37623093,0.92338914
1442,Delta,1.4489743,0.20222923,0.44067487,0.7332246
1443,Theta,0.74987614,-0.107505515,-0.26751947,0.4443892
1444,Gamma,0.109082945,-0.58128476,-0.6594882,0.37545526
1445,Alpha,0.7057637,0.07737059,-0.07077539,0.5476176
1446,Beta,0.56029224,-0.18559773,-0.3791583,0.88904333
1447,Delta,1.4537454,0.24287699,0.443216,0.7489224
1448,Theta,0.74521834,-0.074402854,-0.24687761,0.4497865
1449,Gamma,0.10921696,-0.5574981,-0.6655136,0.2796667
1450,Alpha,0.7099514,0.08355564,-0.07494603,0.542277
1451,Beta,0.5558823,-0.17428431,-0.3809984,0.83400136
1452,Delta,1.456795,0.30389056,0.44423687,0.76560605
1453,Theta,0.7450152,-0.040424082,-0.21980801,0.41985303
1454,Gamma,0.110878155,-0.54278666,-0.6598005,0.24374807
1455,Alpha,0.711624,0.08355564,-0.07746369,0.4960663
1456,Beta,0.5454987,-0.15996236,-0.38229993,0.75626445
1457,Delta,1.4590452,0.3888238,0.44408596,0.8245161
1458,Theta,0.7430863,-0.006703615,-0.19406185,0.40467462
1459,Gamma,0.116360664,-0.5351903,-0.6434278,0.29248524
1460,Alpha,0.7283039,0.089779325,-0.07797195,0.347567
1461,Beta,0.51839995,-0.14819871,-0.38084918,0.66862434
1462,Delta,1.4594995,0.47768253,0.4427836,0.8473613
1463,Theta,0.7355274,0.021812785,-0.17948073,0.43452236
1464,Gamma,0.12370229,-0.53273404,-0.62290794,0.38044995
1465,Alpha,0.7346149,0.089779325,-0.08277335,0.34812796
1466,Beta,0.47410178,-0.14513502,-0.3741109,0.6696959
1467,Delta,1.4567951,0.55165625,0.43570516,0.862525
1468,Theta,0.71610653,0.04085835,-0.18274617,0.45426902
1469,Gamma,0.1263077,-0.53583044,-0.6059557,0.42045525
1470,Alpha,0.7180021,0.099541575,-0.10430396,0.34812796
1471,Beta,0.42629156,-0.14965154,-0.3647926,0.6609201
1472,Delta,1.4407458,0.60514057,0.4146613,0.85388637
1473,Theta,0.6814902,0.051318884,-0.20213987,0.46033695
1474,Gamma,0.122634575,-0.5444616,-0.5980049,0.4341562
1475,Alpha,0.64161956,0.11078709,-0.12766995,0.34812796
1476,Beta,0.39639974,-0.15489846,-0.3593976,0.6539047
1477,Delta,1.3927643,0.6368699,0.36530972,0.82561296
1478,Theta,0.62179536,0.06347119,-0.22367842,0.45257384
1479,Gamma,0.11681983,-0.55824834,-0.6001878,0.4352245
1480,Alpha,0.5547377,0.118481115,-0.20621108,0.38807282
1481,Beta,0.38685703,-0.15666962,-0.36009616,0.65607196
1482,Delta,1.3203816,0.6503055,0.28110883,0.79006463
1483,Theta,0.547673,0.0865109,-0.23178706,0.44235831
1484,Gamma,0.10373893,-0.57611024,-0.6105694,0.43476826
1485,Alpha,0.5396711,0.1625132,-0.2767799,0.46671018
1486,Beta,0.38315344,-0.15671135,-0.36242843,0.6692919
1487,Delta,1.1864645,0.6506223,0.16658714,0.7591004
1488,Theta,0.42766914,0.11849588,-0.22626044,0.4360923
1489,Gamma,0.093069315,-0.59468657,-0.625886,0.44016278
1490,Alpha,0.5396711,0.16523156,-0.31123468,0.4952098
1491,Beta,0.36660352,-0.15984133,-0.35987735,0.69277036
1492,Delta,0.987808,0.6446184,0.043591037,0.7330491
1493,Theta,0.27279863,0.14740364,-0.21822965,0.43218935
1494,Gamma,0.087022685,-0.6075892,-0.6435001,0.4542837
1495,Alpha,0.5396711,0.16523156,-0.2933857,0.49886665
1496,Beta,0.32278502,-0.16821639,-0.35142586,0.7226575
1497,Delta,0.72914225,0.6374396,-0.03787886,0.7122313
1498,Theta,0.13064753,0.16405804,-0.21511188,0.42451137
1499,Gamma,0.08705489,-0.61109114,-0.6617158,0.47302064
1500,Alpha,0.5396711,0.16523156,-0.26363572,0.5044171
1501,Beta,0.32278502,-0.1812814,-0.3411385,0.7515373
1502,Delta,0.72914225,0.6332592,-0.052651215,0.6977057
1503,Theta,0.13064753,0.16814886,-0.21850514,0.41151053
1504,Gamma,0.08705489,-0.61097115,-0.6788887,0.48785958
1505,Alpha,0.5396711,0.16523156,-0.22609863,0.5069693
1506,Beta,0.32278502,-0.19604409,-0.33335805,0.7727253
1507,Delta,0.72914225,0.62996686,-0.03656575,0.69411975
1508,Theta,0.13064753,0.16235866,-0.22762439,0.39590788
1509,Gamma,0.08705489,-0.6183145,-0.69397455,0.49387267
1510,Alpha,0.5396711,0.16474378,-0.20823982,0.5069693
1511,Beta,0.32278502,-0.20947377,-0.32842425,0.7835747
1512,Delta,0.72914225,0.6251355,-0.023876954,0.6939529
1513,Theta,0.13064753,0.14731205,-0.24545105,0.38170642
1514,Gamma,0.08705489,-0.63862365,-0.70858175,0.4925574
1515,Alpha,0.5387189,0.16474378,-0.20759107,0.5069693
1516,Beta,0.3073672,-0.21904595,-0.32537973,0.7835747
1517,Delta,0.6693176,0.6148031,-0.014120338,0.6939529
1518,Theta,0.12203486,0.12402198,-0.2725422,0.38170642
1519,Gamma,0.0940007,-0.6678266,-0.72578466,0.4925574
1520,Alpha,0.5298143,0.16474378,-0.19921544,0.5069693
1521,Beta,0.2917545,-0.22702344,-0.3244986,0.7983123
1522,Delta,0.6477457,0.59876764,-0.00256279,0.69385475
1523,Theta,0.10631999,0.09047014,-0.30474058,0.3757804
1524,Gamma,0.11034458,-0.6946977,-0.74430317,0.5137544
1525,Alpha,0.47393188,0.16474378,-0.18623164,0.50568414
1526,Beta,0.27414733,-0.23772126,-0.3231497,0.8080755
1527,Delta,0.65655714,0.5767219,0.03267226,0.68574214
1528,Theta,0.094584815,0.04697779,-0.3304684,0.37537497
1529,Gamma,0.13437536,-0.70207924,-0.74825114,0.5281852
1530,Alpha,0.36917832,0.16474378,-0.18594722,0.4923207
1531,Beta,0.26334643,-0.25048313,-0.31576595,0.8145472
1532,Delta,0.6846443,0.5461013,0.11619828,0.6566948
1533,Theta,0.10334589,0.008114642,-0.34206972,0.37210473
1534,Gamma,0.1569243,-0.6710082,-0.70968556,0.532823
1535,Alpha,0.36917832,0.16474378,-0.18594722,0.46833223
1536,Beta,0.26334643,-0.2569405,-0.2993847,0.8222029
1537,Delta,0.6846443,0.53091717,0.22396357,0.61331
1538,Theta,0.10334589,0.004639985,-0.34027103,0.35863984
1539,Gamma,0.1569243,-0.60518783,-0.6276224,0.5303838
1540,Alpha,0.36917832,0.16412528,-0.18594722,0.4354345
1541,Beta,0.26334643,-0.24689804,-0.27593327,0.8359383
1542,Delta,0.6846443,0.5901038,0.32747945,0.561141
1543,Theta,0.10334589,0.057742484,-0.31982556,0.3354525
1544,Gamma,0.1569243,-0.5315108,-0.53398454,0.52798086
1545,Alpha,0.36917832,0.1637822,-0.1357278,0.41573152
1546,Beta,0.26334643,-0.25038242,-0.246824,0.8571221
1547,Delta,0.6846443,0.5587797,0.42480546,0.5174835
1548,Theta,0.10334589,0.062130924,-0.2665941,0.31170768
1549,Gamma,0.1569243,-0.5145229,-0.45639163,0.5317208
1550,Alpha,0.36917832,0.15676396,-0.03388535,0.40641648
1551,Beta,0.26334643,-0.25568888,-0.21365257,0.88329893
1552,Delta,0.6846443,0.5347848,0.51956534,0.5040988
1553,Theta,0.10334589,0.058103416,-0.17758167,0.29697612
1554,Gamma,0.1569243,-0.49188057,-0.40134978,0.5431966
1555,Alpha,0.36917832,0.13428226,0.058830865,0.40641648
1556,Beta,0.26334643,-0.26812246,-0.18250614,0.91042656
1557,Delta,0.6846443,0.51825374,0.6149142,0.5198511
1558,Theta,0.10334589,0.030908946,-0.0869732,0.28488442
1559,Gamma,0.1569243,-0.46727797,-0.36276925,0.5593013
1560,Alpha,0.36917832,0.08141272,0.106182456,0.40641648
1561,Beta,0.26334643,-0.28465453,-0.16210553,0.93478096
1562,Delta,0.6846443,0.511688,0.70139587,0.5444046
1563,Theta,0.10334589,-0.02023372,-0.022231687,0.2624442
1564,Gamma,0.1569243,-0.44372776,-0.3340472,0.5733893
1565,Alpha,0.36917832,-0.03256817,0.1318468,0.34467655
1566,Beta,0.26334643,-0.29639742,-0.15578748,0.95138913
1567,Delta,0.6846443,0.51837367,0.76055986,0.57733244
1568,Theta,0.10334589,-0.074049816,0.01280506,0.2217076
1569,Gamma,0.1569243,-0.422756,-0.31379107,0.57566273
1570,Alpha,0.36917832,-0.10356307,0.13033658,0.34467655
1571,Beta,0.26334643,-0.29733983,-0.15837474,0.95138913
1572,Delta,0.6846443,0.5456966,0.78727245,0.57733244
1573,Theta,0.10334589,-0.09889915,0.028939974,0.2217076
1574,Gamma,0.1569243,-0.40397766,-0.30138603,0.57566273
1575,Alpha,0.36917832,-0.12884735,0.12835173,0.34467655
1576,Beta,0.26334643,-0.28631225,-0.16095972,0.95138913
1577,Delta,0.6846443,0.58875304,0.7932272,0.57733244
1578,Theta,0.10334589,-0.08468549,0.037608217,0.2217076
1579,Gamma,0.1569243,-0.38387635,-0.2940916,0.57566273
1580,Alpha,0.36917832,-0.09973257,0.13675159,0.34467655
1581,Beta,0.26334643,-0.2793669,-0.1580512,0.95138913
1582,Delta,0.6846443,0.6315299,0.7913301,0.57733244
1583,Theta,0.10334589,-0.077674195,0.048165888,0.2217076
1584,Gamma,0.1569243,-0.36675438,-0.28893086,0.57566273
1585,Alpha,0.36917832,-0.013009202,0.1392803,0.34467655
1586,Beta,0.26334643,-0.24578558,-0.15097962,0.95138913
1587,Delta,0.6846443,0.6565035,0.7878054,0.57733244
1588,Theta,0.10334589,-0.04808359,0.062015876,0.2217076
1589,Gamma,0.1569243,-0.3384859,-0.28397033,0.57566273
1590,Alpha,0.36917832,0.21865293,0.1392803,0.34467655
1591,Beta,0.26334643,-0.16253938,-0.14186436,0.95138913
1592,Delta,0.6846443,0.69734484,0.7859754,0.57733244
1593,Theta,0.10334589,0.045996275,0.07737601,0.2217076
1594,Gamma,0.1569243,-0.29947025,-0.27704784,0.57566273
1595,Alpha,0.36917832,0.42732108,0.1392803,0.34467655
1596,Beta,0.26334643,-0.039259017,-0.13338892,0.95138913
1597,Delta,0.6846443,0.7695949,0.7890421,0.57733244
1598,Theta,0.10334589,0.21408284,0.09164353,0.2217076
1599,Gamma,0.1569243,-0.24539405,-0.2662699,0.57566273
1600,Alpha,0.36917832,0.5198791,0.142306,0.34467655
1601,Beta,0.26334643,0.07984693,-0.12921417,0.95138913
1602,Delta,0.6846443,0.84855074,0.79162455,0.57733244
1603,Theta,0.10334589,0.39112645,0.102085486,0.2217076
1604,Gamma,0.1569243,-0.18512543,-0.25587478,0.57566273
1605,Alpha,0.36917832,0.5403504,0.14679597,0.34467655
1606,Beta,0.26334643,0.1607115,-0.13372575,0.95138913
1607,Delta,0.6846443,0.90407205,0.7841059,0.57733244
1608,Theta,0.10334589,0.5188013,0.110470355,0.2217076
1609,Gamma,0.1569243,-0.1427515,-0.25780347,0.57566273
1610,Alpha,0.36917832,0.5403504,0.15254006,0.34467655
1611,Beta,0.26334643,0.19443284,-0.14974967,0.95138913
1612,Delta,0.6846443,0.9081118,0.7631301,0.57733244
1613,Theta,0.10334589,0.5802476,0.11861058,0.2217076
1614,Gamma,0.1569243,-0.13504514,-0.2811424,0.57566273
1615,Alpha,0.36917832,0.5403504,0.1566834,0.34467655
1616,Beta,0.26334643,0.18969409,-0.17775342,0.95138913
1617,Delta,0.6846443,0.8183497,0.7303555,0.57733244
1618,Theta,0.10334589,0.5804404,0.12333908,0.2217076
1619,Gamma,0.1569243,-0.15906535,-0.3223783,0.57566273
1620,Alpha,0.36917832,0.5403504,0.16552912,0.34467655
1621,Beta,0.26334643,0.15134215,-0.21696132,0.95138913
1622,Delta,0.6846443,0.78319806,0.6850581,0.57733244
1623,Theta,0.10334589,0.553142,0.11619563,0.2217076
1624,Gamma,0.1569243,-0.18643849,-0.36664152,0.57566273
1625,Alpha,0.36917832,0.5403504,0.1691405,0.34467655
1626,Beta,0.26334643,0.1152398,-0.26417938,0.95138913
1627,Delta,0.6846443,0.7470704,0.6224942,0.57733244
1628,Theta,0.10334589,0.5227666,0.08569918,0.2217076
1629,Gamma,0.1569243,-0.2178925,-0.401175,0.57566273
1630,Alpha,0.91340196,0.5403504,0.15379576,0.34467655
