RecordID,Brainwave,TP9,AF7,AF8,TP10
5146,Beta,0.79831034,-0.024382658,-0.08862187,0.38820913
5147,Delta,1.398499,-0.029686194,0.4404297,1.362775
5148,Theta,1.165579,-0.42925686,0.072805315,1.1441565
5149,Gamma,0.20688385,-0.2213421,-0.4475575,-0.4190055
5150,Alpha,1.3543483,-0.10608473,0.10574743,0.87965906
5151,Beta,0.7906937,-0.02347297,-0.12327437,0.38820913
5152,Delta,1.4381628,0.012827129,0.45089737,1.362775
5153,Theta,1.1522493,-0.45750007,0.122989796,1.1441565
5154,Gamma,0.21380351,-0.21707039,-0.5332238,-0.4190055
5155,Alpha,1.3543483,-0.19286777,-0.087493785,0.87965906
5156,Beta,0.774576,-0.028269857,-0.12781744,0.38820913
5157,Delta,1.504656,0.046393074,0.27675918,1.362775
5158,Theta,1.1689711,-0.46154058,0.09855803,1.1441565
5159,Gamma,0.22249746,-0.20254181,-0.60656977,-0.4190055
5160,Alpha,1.3543483,-0.19433853,-0.06553107,0.87965906
5161,Beta,0.75716007,-0.031796392,-0.11378817,0.38820913
5162,Delta,1.5797423,0.066358,0.30660808,1.362775
5163,Theta,1.2150947,-0.4459744,0.08759761,1.1441565
5164,Gamma,0.23036939,-0.18099232,-0.6187338,-0.4190055
5165,Alpha,1.3543483,-0.19433853,-0.041195355,0.87965906
5166,Beta,0.75083864,-0.029228419,-0.105354294,0.38820913
5167,Delta,1.5881066,0.06879824,0.32201546,1.362775
5168,Theta,1.2279083,-0.419832,0.062143,1.1441565
5169,Gamma,0.2387006,-0.16138464,-0.6328067,-0.4190055
5170,Alpha,1.3543483,-0.19995984,-0.016775481,0.87965906
5171,Beta,0.7455673,-0.022663932,-0.103880815,0.38820913
5172,Delta,1.5957699,0.0589197,0.3211906,1.362775
5173,Theta,1.2136447,-0.38869402,0.033892084,1.1441565
5174,Gamma,0.24207307,-0.14942619,-0.6425874,-0.4190055
5175,Alpha,1.3493848,-0.2068013,-0.003007583,0.87965906
5176,Beta,0.7415692,-0.018345814,-0.10943782,0.38820913
5177,Delta,1.6005328,0.049212217,0.31269312,1.362775
5178,Theta,1.1550939,-0.3620097,0.005778707,1.1441565
5179,Gamma,0.23916778,-0.1455213,-0.6497386,-0.4190055
5180,Alpha,1.2663896,-0.20741794,0.014857519,0.87965906
5181,Beta,0.74135,-0.019389486,-0.1204355,0.38820913
5182,Delta,1.601094,0.052797087,0.30761352,1.362775
5183,Theta,1.05356,-0.3485287,-0.02258898,1.1441565
5184,Gamma,0.23086369,-0.14854978,-0.65692806,-0.4190055
5185,Alpha,1.0554986,-0.2327358,0.04230882,0.87965906
5186,Beta,0.7480699,-0.024170991,-0.13308385,0.38820913
5187,Delta,1.602663,0.067580074,0.31061503,1.362775
5188,Theta,0.94380456,-0.34941342,-0.051347997,1.1441565
5189,Gamma,0.22045788,-0.15768082,-0.6641326,-0.4190055
5190,Alpha,0.8916694,-0.30296868,0.10599843,0.87965906
5191,Beta,0.76313066,-0.030636929,-0.1433717,0.38820913
5192,Delta,1.6151336,0.08028359,0.31611207,1.362775
5193,Theta,0.8848387,-0.35948807,-0.07984243,1.1441565
5194,Gamma,0.21095358,-0.17131947,-0.6704744,-0.4190055
5195,Alpha,0.83154917,-0.38052982,0.16513576,0.87965906
5196,Beta,0.7545387,-0.038672946,-0.14950225,0.38820913
5197,Delta,1.5942032,0.085741356,0.31472042,1.362775
5198,Theta,0.85704905,-0.37332976,-0.10764202,1.1441565
5199,Gamma,0.197317,-0.18661368,-0.6759537,-0.4190055
5200,Alpha,0.8288644,-0.40805206,0.17666419,0.87965906
5201,Beta,0.7325116,-0.04984341,-0.15112658,0.38820913
5202,Delta,1.5841568,0.084926635,0.30770415,1.362775
5203,Theta,0.85759974,-0.3900318,-0.13435161,1.1441565
5204,Gamma,0.18827198,-0.20153472,-0.680225,-0.4190055
5205,Alpha,0.8291946,-0.3878469,0.17666419,0.87965906
5206,Beta,0.6889902,-0.06491518,-0.14858823,0.38820913
5207,Delta,1.5759174,0.077392235,0.29352987,1.362775
5208,Theta,0.86152816,-0.4085469,-0.15916337,1.1441565
5209,Gamma,0.19061624,-0.21495543,-0.68112427,-0.4190055
5210,Alpha,0.8252875,-0.34069484,0.17666419,0.87965906
5211,Beta,0.6369193,-0.08253151,-0.14161651,0.38820913
5212,Delta,1.6052324,0.06404947,0.28919575,1.362775
5213,Theta,0.9015286,-0.42481855,-0.17889643,1.1441565
5214,Gamma,0.17816749,-0.22537762,-0.6761245,-0.4190055
5215,Alpha,0.8206258,-0.29098827,0.17107742,0.87965906
5216,Beta,0.5748927,-0.097993985,-0.12525193,0.38820913
5217,Delta,1.6242559,0.05011397,0.3172772,1.362775
5218,Theta,0.94242483,-0.43321624,-0.20646909,1.1441565
5219,Gamma,0.17988007,-0.23189332,-0.6649936,-0.4190055
5220,Alpha,0.8206258,-0.26945105,0.17107742,0.87965906
5221,Beta,0.5295338,-0.10473274,-0.10283686,0.38820913
5222,Delta,1.6331389,0.03709847,0.38837093,1.362775
5223,Theta,0.98397386,-0.43359846,-0.23808286,1.1441565
5224,Gamma,0.19760162,-0.23851097,-0.6433417,-0.4190055
5225,Alpha,1.0821244,-0.2690398,0.17107742,0.87965906
5226,Beta,0.77465177,-0.1015032,-0.071837135,0.38820913
5227,Delta,1.5292099,0.029779602,0.4802055,1.362775
5228,Theta,1.1927688,-0.43095666,-0.26702332,1.1441565
5229,Gamma,0.2676779,-0.2532729,-0.6164952,-0.4190055
5230,Alpha,1.1284484,-0.26642036,0.17250961,0.87965906
5231,Beta,0.98083395,-0.09638944,-0.03628386,0.38820913
5232,Delta,1.3177387,0.019633116,0.5577853,1.362775
5233,Theta,1.4000667,-0.4319819,-0.2765738,1.1441565
5234,Gamma,0.3124752,-0.28179434,-0.59183437,-0.4190055
5235,Alpha,1.1143063,-0.27525356,0.17250961,0.87965906
5236,Beta,1.1165305,-0.09930601,-0.002399396,0.38820913
5237,Delta,0.8006915,0.008446644,0.61389476,1.362775
5238,Theta,1.5676086,-0.4408498,-0.26089528,1.1441565
5239,Gamma,0.346535,-0.32001165,-0.5742073,-0.4190055
5240,Alpha,1.1143063,-0.27731243,0.17250961,0.87965906
5241,Beta,1.1165305,-0.11363743,0.026873529,0.38820913
5242,Delta,0.8006915,0.00956655,0.65393555,1.362775
5243,Theta,1.5676086,-0.465195,-0.22823466,1.1441565
5244,Gamma,0.346535,-0.3547391,-0.5623106,-0.4190055
5245,Alpha,1.1143063,-0.27731243,0.17250961,0.87965906
5246,Beta,1.1165305,-0.1327284,0.05167576,0.38820913
5247,Delta,0.8006915,0.043462005,0.68838066,1.362775
5248,Theta,1.5676086,-0.50908893,-0.1938771,1.1441565
5249,Gamma,0.346535,-0.37513843,-0.55016947,-0.4190055
5250,Alpha,1.1143063,-0.27731243,0.16880907,0.87965906
5251,Beta,1.1165305,-0.14436,0.07169905,0.38820913
5252,Delta,0.8006915,0.11767926,0.72164965,1.362775
5253,Theta,1.5676086,-0.56556225,-0.16120066,1.1441565
5254,Gamma,0.346535,-0.38344714,-0.53272957,-0.4190055
5255,Alpha,1.1143063,-0.21963987,0.1597109,0.87965906
5256,Beta,1.1165305,-0.1417279,0.08568927,0.38820913
5257,Delta,0.8006915,0.20679376,0.74828416,1.362775
5258,Theta,1.5676086,-0.61498314,-0.13638505,1.1441565
5259,Gamma,0.346535,-0.38849217,-0.51029587,-0.4190055
5260,Alpha,1.1143063,-0.12789676,0.14355987,0.87965906
5261,Beta,1.1165305,-0.12677376,0.0934291,0.38820913
5262,Delta,0.8006915,0.274515,0.7581941,1.362775
5263,Theta,1.5676086,-0.6400373,-0.120824374,1.1441565
5264,Gamma,0.346535,-0.39349636,-0.4879515,-0.4190055
5265,Alpha,1.1143063,-0.058593746,0.12997673,0.87965906
5266,Beta,1.1165305,-0.10598109,0.09690129,0.38820913
5267,Delta,0.8006915,0.31457707,0.75605243,1.362775
5268,Theta,1.5676086,-0.64531153,-0.11374732,1.1441565
5269,Gamma,0.346535,-0.39538485,-0.47086987,-0.4190055
5270,Alpha,1.1143063,-0.03342706,0.08764968,0.87965906
5271,Beta,1.1793251,-0.08610442,0.0994796,0.38820913
5272,Delta,0.86358863,0.33967763,0.74934655,1.362775
5273,Theta,1.6436212,-0.64186376,-0.10969302,1.1441565
5274,Gamma,0.37351054,-0.39378324,-0.45940346,-0.4190055
5275,Alpha,1.1143063,-0.026341626,-0.01272508,0.87965906
5276,Beta,1.2581186,-0.071585774,0.104077384,0.38820913
5277,Delta,0.9467677,0.3559193,0.74278045,1.362775
5278,Theta,1.7375364,-0.6297768,-0.104647845,1.1441565
5279,Gamma,0.3990928,-0.39215088,-0.45093167,-0.4190055
5280,Alpha,1.1143063,-0.022694059,-0.13047838,0.62444705
5281,Beta,1.2581186,-0.06313483,0.11139541,0.44138768
5282,Delta,0.9467677,0.36692357,0.7387331,1.2755055
5283,Theta,1.7375364,-0.60298955,-0.09376877,0.82552695
5284,Gamma,0.3990928,-0.39091024,-0.44376624,-0.012397023
5285,Alpha,1.1143063,-0.02325541,-0.21540956,0.67553335
5286,Beta,1.2581186,-0.058203433,0.118899435,0.4898064
5287,Delta,0.9467677,0.37760726,0.7325273,1.3643241
5288,Theta,1.7375364,-0.56615514,-0.07586426,0.84410477
5289,Gamma,0.3990928,-0.38273075,-0.43937275,0.037800647
5290,Alpha,1.1143063,-0.02325541,-0.24275547,0.69595146
5291,Beta,1.2581186,-0.054956947,0.121951625,0.50858885
5292,Delta,0.9467677,0.38358495,0.71528584,1.4168688
5293,Theta,1.7375364,-0.5336987,-0.05262612,0.84191984
5294,Gamma,0.3990928,-0.35789806,-0.44093776,0.07960908
5295,Alpha,1.1143063,-0.025489012,-0.24398506,0.70771605
5296,Beta,1.2581186,-0.0545189,0.11533709,0.50298107
5297,Delta,0.9467677,0.38064384,0.67744046,1.4325562
5298,Theta,1.7375364,-0.5188657,-0.030635655,0.8201621
5299,Gamma,0.3990928,-0.31533474,-0.44973513,0.113373905
5300,Alpha,1.1143063,-0.033803854,-0.24398506,0.70771605
5301,Beta,1.2581186,-0.057866752,0.09592459,0.48433122
5302,Delta,0.9467677,0.37016508,0.6137838,1.4227716
5303,Theta,1.7375364,-0.5279243,-0.018595245,0.7939439
5304,Gamma,0.3990928,-0.26748538,-0.46223587,0.13790773
5305,Alpha,1.1143063,-0.047024015,-0.27739295,0.70771605
5306,Beta,1.2581186,-0.06253815,0.06504525,0.46309865
5307,Delta,0.9467677,0.35988533,0.53218335,1.3979821
5308,Theta,1.7375364,-0.5594146,-0.024618773,0.773607
5309,Gamma,0.3990928,-0.22842497,-0.4711834,0.15126663
5310,Alpha,1.1143063,-0.07354588,-0.30565685,0.70771605
5311,Beta,1.2581186,-0.06447701,0.028227799,0.44277376
5312,Delta,0.9467677,0.35406765,0.44194055,1.3675478
5313,Theta,1.7375364,-0.60206735,-0.04851806,0.75517005
5314,Gamma,0.3990928,-0.20432495,-0.4734331,0.15191178
5315,Alpha,1.1143063,-0.08435033,-0.32451406,0.70771605
5316,Beta,1.2581186,-0.062945664,-0.008057107,0.44277376
5317,Delta,0.9467677,0.34785673,0.35210717,1.3675478
5318,Theta,1.7375364,-0.6370117,-0.084892,0.75517005
5319,Gamma,0.3990928,-0.19311495,-0.47327915,0.15191178
5320,Alpha,1.1143063,-0.08969906,-0.30288017,0.70771605
5321,Beta,1.2581186,-0.06107411,-0.040303726,0.44277376
5322,Delta,0.9467677,0.33607996,0.25584,1.3675478
5323,Theta,1.7375364,-0.6539794,-0.12476494,0.75517005
5324,Gamma,0.3990928,-0.18892564,-0.47740015,0.15191178
5325,Alpha,1.1143063,-0.095479324,-0.20888868,0.70771605
5326,Beta,1.2581186,-0.061856415,-0.06719154,0.44277376
5327,Delta,0.9467677,0.30693063,0.1351331,1.3675478
5328,Theta,1.7375364,-0.65751666,-0.15972929,0.75517005
5329,Gamma,0.3990928,-0.18486124,-0.48521075,0.15191178
5330,Alpha,1.1143063,-0.1068697,-0.12221707,0.70771605
5331,Beta,1.2581186,-0.06457035,-0.087146685,0.44277376
5332,Delta,0.9467677,0.24961896,-0.008002381,1.3675478
5333,Theta,1.7375364,-0.65684736,-0.17839195,0.75517005
5334,Gamma,0.3990928,-0.17563719,-0.48907018,0.15191178
5335,Alpha,1.1143063,-0.12165798,-0.09306701,0.70771605
5336,Beta,1.2581186,-0.06796925,-0.099793926,0.44277376
5337,Delta,0.9467677,0.17951837,-0.101951115,1.3675478
5338,Theta,1.7375364,-0.656727,-0.18011837,0.75517005
5339,Gamma,0.3990928,-0.16108024,-0.4835904,0.15191178
5340,Alpha,1.1143063,-0.14922777,-0.09313622,0.6875214
5341,Beta,1.2581186,-0.07320135,-0.1088596,0.45980787
5342,Delta,0.9467677,0.12424915,-0.11965548,1.3874848
5343,Theta,1.7375364,-0.65330887,-0.17413023,0.723652
5344,Gamma,0.3990928,-0.1461209,-0.4709859,0.17387049
5345,Alpha,1.1143063,-0.1805175,-0.09260545,0.67979985
5346,Beta,1.2581186,-0.08317312,-0.12069598,0.47371146
5347,Delta,0.9467677,0.09122064,-0.089999445,1.4132518
5348,Theta,1.7375364,-0.64478254,-0.17191307,0.7253658
5349,Gamma,0.3990928,-0.13584188,-0.45932657,0.19856922
5350,Alpha,1.1143063,-0.19746411,-0.07690739,0.676188
5351,Beta,1.2581186,-0.0973545,-0.14163032,0.47168142
5352,Delta,0.9467677,0.07291393,-0.05452577,1.430322
5353,Theta,1.7375364,-0.637285,-0.17572868,0.7282076
5354,Gamma,0.3990928,-0.13053693,-0.4537725,0.22021827
5355,Alpha,1.1143063,-0.17872848,-0.06385125,0.6614566
5356,Beta,1.2581186,-0.11059315,-0.17398258,0.4436954
5357,Delta,0.9467677,0.059609257,-0.025758222,1.4195957
5358,Theta,1.7375364,-0.6321063,-0.18567036,0.70101154
5359,Gamma,0.3990928,-0.12743111,-0.45475945,0.23469691
5360,Alpha,1.1143063,-0.16420187,-0.061884884,0.6204765
5361,Beta,1.2581186,-0.11730148,-0.21460783,0.390022
5362,Delta,0.9467677,0.041890215,-0.004841103,1.3707478
5363,Theta,1.7375364,-0.6144791,-0.20190871,0.6432064
5364,Gamma,0.3990928,-0.12692183,-0.45979866,0.24219324
5365,Alpha,1.1143063,-0.18903351,-0.056586593,0.5147127
5366,Beta,1.2581186,-0.11606051,-0.2559956,0.32046422
5367,Delta,0.9467677,0.02937597,0.012903146,1.2811507
5368,Theta,1.7375364,-0.5715813,-0.22139353,0.580178
5369,Gamma,0.3990928,-0.13352516,-0.46698162,0.24183254
5370,Alpha,1.1143063,-0.223342,-0.056586593,0.5147127
5371,Beta,1.2581186,-0.10846183,-0.29023433,0.32046422
5372,Delta,0.9467677,0.033577476,0.034806624,1.2811507
5373,Theta,1.7375364,-0.5106055,-0.23802927,0.580178
5374,Gamma,0.3990928,-0.14894888,-0.47483104,0.24183254
5375,Alpha,1.1143063,-0.2377074,-0.056586593,0.5147127
5376,Beta,1.2581186,-0.09610732,-0.31171224,0.32046422
5377,Delta,0.9467677,0.04966546,0.054480482,1.2811507
5378,Theta,1.7375364,-0.4516703,-0.24455221,0.580178
5379,Gamma,0.3990928,-0.1673064,-0.48259437,0.24183254
5380,Alpha,1.1143063,-0.23774956,-0.05600501,0.5147127
5381,Beta,1.2581186,-0.079961814,-0.31904054,0.32046422
5382,Delta,0.9467677,0.072765,0.07019845,1.2811507
5383,Theta,1.7375364,-0.4066632,-0.2338439,0.580178
5384,Gamma,0.3990928,-0.17924412,-0.48920473,0.24183254
5385,Alpha,1.1143063,-0.23366801,-0.040882017,0.5147127
5386,Beta,1.2581186,-0.062228277,-0.31577748,0.32046422
5387,Delta,0.9467677,0.09110475,0.08650164,1.2811507
5388,Theta,1.7375364,-0.37647468,-0.2074179,0.580178
5389,Gamma,0.3990928,-0.1809015,-0.49288929,0.24183254
5390,Alpha,1.1143063,-0.23836671,0.03305371,0.803956
5391,Beta,1.2581186,-0.045878652,-0.30946404,0.7936722
5392,Delta,0.9467677,0.09837797,0.10192964,1.5872273
5393,Theta,1.7375364,-0.35763815,-0.17604505,0.70867425
5394,Gamma,0.3990928,-0.17735493,-0.49150026,0.09850103
5395,Alpha,1.1143063,-0.2396859,0.07969079,0.803956
5396,Beta,1.2581186,-0.032515403,-0.30534205,0.7271781
5397,Delta,0.9467677,0.09201597,0.11028642,1.5648549
5398,Theta,1.7375364,-0.34814873,-0.15217417,0.65391755
5399,Gamma,0.3990928,-0.17550786,-0.483755,0.04281614
5400,Alpha,1.1143063,-0.24672535,0.08555218,0.803956
5401,Beta,1.2581186,-0.020989437,-0.30339602,0.7271781
5402,Delta,0.9467677,0.07705268,0.112193495,1.5648549
5403,Theta,1.7375364,-0.3447609,-0.14353503,0.65391755
5404,Gamma,0.3990928,-0.17967199,-0.47345662,0.04281614
5405,Alpha,1.1143063,-0.2267782,0.08522122,0.803956
5406,Beta,1.2581186,-0.010064711,-0.30183798,0.7271781
5407,Delta,0.9467677,0.06233084,0.10792488,1.5648549
5408,Theta,1.7375364,-0.33654776,-0.14603184,0.65391755
5409,Gamma,0.3990928,-0.18975902,-0.46818018,0.04281614
5410,Alpha,1.1143063,-0.09690104,0.05904334,0.803956
5411,Beta,1.2581186,0.001468649,-0.29848674,0.7271781
5412,Delta,0.9467677,0.07404767,0.09928657,1.5648549
5413,Theta,1.7375364,-0.3050534,-0.14903055,0.65391755
5414,Gamma,0.3990928,-0.2014438,-0.46878168,0.04281614
5415,Alpha,1.1143063,0.10672805,0.04384353,0.803956
5416,Beta,1.2581186,0.015252858,-0.2904736,0.7271781
5417,Delta,0.9467677,0.118034855,0.088571444,1.5648549
5418,Theta,1.7375364,-0.23025405,-0.1436126,0.65391755
5419,Gamma,0.3990928,-0.20664845,-0.46688816,0.04281614
5420,Alpha,1.1143063,0.25513527,0.043784007,0.803956
5421,Beta,1.2581186,0.03313895,-0.27523458,0.7271781
5422,Delta,0.9467677,0.18155049,0.078536965,1.5648549
5423,Theta,1.7375364,-0.12889138,-0.12909658,0.65391755
5424,Gamma,0.3990928,-0.20000897,-0.4547141,0.04281614
5425,Alpha,1.1143063,0.29154316,0.043784007,0.803956
5426,Beta,1.2581186,0.052732408,-0.2514035,0.7271781
5427,Delta,0.9467677,0.24315135,0.06855396,1.5648549
5428,Theta,1.7375364,-0.038281206,-0.11155268,0.65391755
5429,Gamma,0.3990928,-0.1843158,-0.4347636,0.04281614
5430,Alpha,1.1143063,0.29154316,0.041495614,0.8518713
5431,Beta,1.2581186,0.06802801,-0.22105074,0.68273324
5432,Delta,0.9467677,0.28736988,0.061377257,1.531188
5433,Theta,1.7375364,0.018360728,-0.09694235,0.7374918
5434,Gamma,0.3990928,-0.16915134,-0.41273552,0.031110778
5435,Alpha,1.1143063,0.29154316,0.024481677,0.8534345
5436,Beta,1.2581186,0.07610663,-0.19101991,0.6388182
5437,Delta,0.9467677,0.3092188,0.056284484,1.4945533
5438,Theta,1.7375364,0.040268026,-0.08496797,0.77919656
5439,Gamma,0.3990928,-0.16192,-0.3839169,0.011294059
5440,Alpha,1.1143063,0.29154316,0.007464449,0.8534345
5441,Beta,1.2581186,0.08040648,-0.16832466,0.6028872
5442,Delta,0.9467677,0.31542775,0.05643494,1.4648106
5443,Theta,1.7375364,0.04016992,-0.07051332,0.8308799
5444,Gamma,0.3990928,-0.16403042,-0.34249938,1.42983E-05
5445,Alpha,1.1143063,0.28691646,-0.003790865,0.8534345
5446,Beta,1.2581186,0.084624566,-0.1545432,0.5782908
5447,Delta,0.9467677,0.31786674,0.07228227,1.4479253
5448,Theta,1.7375364,0.033265818,-0.050987735,0.8991773
5449,Gamma,0.3990928,-0.17398424,-0.29657793,-0.002153125
5450,Alpha,1.1143063,0.27670142,-0.012763502,0.8479529
5451,Beta,1.2581186,0.08706733,-0.14501922,0.48832977
5452,Delta,0.9467677,0.32525435,0.10977188,1.4128798
5453,Theta,1.7375364,0.026719632,-0.03094828,0.9704738
5454,Gamma,0.3990928,-0.18715587,-0.26140192,-0.049305856
5455,Alpha,1.1143063,0.2603376,-0.012763502,0.80775124
5456,Beta,1.2581186,0.082473226,-0.1322326,0.39435244
5457,Delta,0.9467677,0.33192807,0.15192978,1.3608626
5458,Theta,1.7375364,0.023851905,-0.018714968,1.015035
5459,Gamma,0.3990928,-0.19821388,-0.24459133,-0.08195968
5460,Alpha,0.45456967,0.2467415,-0.012763502,0.7799025
5461,Beta,0.39582568,0.06995086,-0.11127576,0.33389977
5462,Delta,1.4094127,0.3310808,0.17517771,1.2953969
5463,Theta,1.2199264,0.025291499,-0.019028349,1.0360118
5464,Gamma,0.05244907,-0.20293263,-0.24147135,-0.094526336
5465,Alpha,0.45456967,0.2435005,-0.031913113,0.7751057
5466,Beta,0.37156287,0.05479202,-0.08390814,0.31628802
5467,Delta,1.3415813,0.32549453,0.17317915,1.2179492
5468,Theta,1.1429886,0.029763741,-0.028861418,1.0449666
5469,Gamma,0.027461559,-0.20048311,-0.24184056,-0.09359509
5470,Alpha,0.45456967,0.2484806,-0.048373412,0.7751057
5471,Beta,0.34940156,0.04287421,-0.056351665,0.31252322
5472,Delta,1.2709637,0.31682453,0.15607977,1.1301603
5473,Theta,1.070736,0.034728963,-0.04143204,1.0520155
5474,Gamma,0.003587146,-0.19400363,-0.2390106,-0.09173941
5475,Alpha,0.45603248,0.24982768,-0.11625183,0.7751057
5476,Beta,0.32420805,0.034858704,-0.034723923,0.29204533
5477,Delta,1.2066946,0.30551663,0.13594666,1.0898423
5478,Theta,1.0070993,0.038165543,-0.052184794,1.0195031
5479,Gamma,-0.022180893,-0.18749242,-0.23285505,-0.106668495
5480,Alpha,0.45603248,0.25031388,-0.21646777,0.7751057
5481,Beta,0.2985903,0.027534105,-0.020478655,0.26761538
5482,Delta,1.1491647,0.29641756,0.11802312,1.0539894
5483,Theta,0.9507453,0.03583853,-0.06337936,0.9883826
5484,Gamma,-0.048703194,-0.18423559,-0.22645645,-0.11527206
5485,Alpha,0.45603248,0.25031388,-0.2831025,0.7751057
5486,Beta,0.285157,0.017583309,-0.011338857,0.24705826
5487,Delta,1.0983442,0.2786232,0.10016627,1.0234104
5488,Theta,0.9004952,0.02019653,-0.08005077,0.95881677
5489,Gamma,-0.07154056,-0.18605861,-0.22380888,-0.11727675
5490,Alpha,0.45859054,0.25031388,-0.30972984,0.7751057
5491,Beta,0.29427743,0.005843001,-0.00315119,0.23577648
5492,Delta,1.0530018,0.24000739,0.0795646,1.0015537
5493,Theta,0.8557993,-0.024019428,-0.10241164,0.93216306
5494,Gamma,-0.086736314,-0.1949176,-0.2285547,-0.11608661
5495,Alpha,0.46162122,0.25031388,-0.32698023,0.7751057
5496,Beta,0.32003045,-0.002629822,0.00616259,0.23511077
5497,Delta,1.0139327,0.17190407,0.05599888,0.98664397
5498,Theta,0.8197748,-0.10786089,-0.12657243,0.9105717
5499,Gamma,-0.09600222,-0.21148182,-0.24200661,-0.11536653
5500,Alpha,0.46162122,0.15413927,-0.3747758,0.7751057
5501,Beta,0.34865886,-0.001653968,0.01420521,0.24447957
5502,Delta,0.9840299,0.07898425,0.032813862,0.9806289
5503,Theta,0.8041067,-0.22639997,-0.14898884,0.89722955
5504,Gamma,-0.09648366,-0.23422481,-0.26141167,-0.11676302
5505,Alpha,0.50390637,-0.0656102,-0.433318,0.7477272
5506,Beta,0.37126052,0.010790186,0.016798625,0.25501543
5507,Delta,0.96933424,-0.018846944,0.008983409,0.948226
5508,Theta,0.82195175,-0.35050264,-0.16930857,0.8849923
5509,Gamma,-0.0817449,-0.2560122,-0.2832266,-0.1261184
5510,Alpha,0.6129596,-0.2896786,-0.4305772,0.71560067
5511,Beta,0.38684538,0.029505363,0.01338493,0.28239647
5512,Delta,0.9705169,-0.09525625,-0.01707459,0.93821216
5513,Theta,0.86596364,-0.44477198,-0.19272533,0.8856928
5514,Gamma,-0.052820332,-0.27021524,-0.31073982,-0.12942694
5515,Alpha,0.6835845,-0.3874122,-0.40939948,0.6918637
5516,Beta,0.39810655,0.046633165,0.008375172,0.31139806
5517,Delta,0.979349,-0.14845005,-0.055070113,0.9298729
5518,Theta,0.91020083,-0.5049395,-0.23202401,0.88104695
5519,Gamma,-0.022743875,-0.27594534,-0.35164753,-0.13707566
5520,Alpha,0.72942597,-0.41847485,-0.398394,0.68580246
5521,Beta,0.3971723,0.05917609,0.006781701,0.33209518
5522,Delta,0.9329139,-0.20252018,-0.12766205,0.9000486
5523,Theta,0.8954927,-0.5481779,-0.2962001,0.85562855
5524,Gamma,-0.017712975,-0.27633923,-0.40512264,-0.1519713
5525,Alpha,0.7659757,-0.39640477,-0.42093247,0.6693145
5526,Beta,0.40142485,0.06903113,0.008381779,0.34160537
5527,Delta,0.8510131,-0.28332025,-0.2554715,0.85155225
5528,Theta,0.8520781,-0.5647231,-0.37885663,0.8146755
5529,Gamma,-0.022790236,-0.27571008,-0.45472786,-0.16898416
5530,Alpha,0.79814154,-0.2928161,-0.41633803,0.61930805
5531,Beta,0.40775198,0.0787605,0.007420029,0.34029815
5532,Delta,0.7612121,-0.3888481,-0.44115648,0.8220962
5533,Theta,0.805357,-0.54780966,-0.45635745,0.7742459
5534,Gamma,-0.035374377,-0.27711427,-0.47754034,-0.17883663
5535,Alpha,0.8025131,-0.18327782,-0.41195324,0.6112564
5536,Beta,0.41213682,0.08734549,-0.00255732,0.33101326
5537,Delta,0.7242411,-0.4443172,-0.6178572,0.85417324
5538,Theta,0.783365,-0.5102095,-0.5032022,0.74889284
5539,Gamma,-0.049705166,-0.28415763,-0.46757123,-0.1742476
5540,Alpha,0.8051258,-0.16682465,-0.3960069,0.63432455
5541,Beta,0.41670698,0.092178315,-0.022451404,0.32162723
5542,Delta,0.79789495,-0.385343,-0.6277303,0.9528178
5543,Theta,0.793619,-0.4591664,-0.5181505,0.7417857
5544,Gamma,-0.061946746,-0.29888085,-0.43931904,-0.15653224
5545,Alpha,0.8222889,-0.16967182,-0.3787422,0.642024
5546,Beta,0.42869225,0.09258762,-0.04532885,0.32086068
5547,Delta,0.9509661,-0.21433501,-0.45024168,1.0832465
5548,Theta,0.8247008,-0.39336333,-0.5170823,0.75136113
5549,Gamma,-0.06987294,-0.31655815,-0.4112198,-0.13256975
5550,Alpha,0.84468555,-0.14971796,-0.32435846,0.6198706
5551,Beta,0.4546904,0.090461664,-0.060953632,0.3352262
5552,Delta,1.1122844,-0.005665024,-0.23849347,1.1095352
5553,Theta,0.8621969,-0.31964853,-0.50848055,0.7648926
5554,Gamma,-0.07141905,-0.32773125,-0.39399257,-0.12419324
5555,Alpha,0.8528835,-0.13724871,-0.21941915,0.614615
5556,Beta,0.48856014,0.08752601,-0.06610591,0.35607776
5557,Delta,1.2422358,0.16768001,-0.070470974,1.1378974
5558,Theta,0.89392024,-0.25707084,-0.49253368,0.78352374
5559,Gamma,-0.066837244,-0.32636654,-0.39016882,-0.118106596
5560,Alpha,0.8528835,-0.13642973,-0.15328334,0.614615
5561,Beta,0.5156147,0.08412129,-0.06813855,0.37853462
5562,Delta,1.3312205,0.2834613,0.049319334,1.167559
5563,Theta,0.914326,-0.21670024,-0.46244913,0.8068798
5564,Gamma,-0.05832931,-0.31270063,-0.39598778,-0.116334036
5565,Alpha,0.8528835,-0.13642973,-0.13558656,0.614615
5566,Beta,0.52492464,0.07894014,-0.0766669,0.3981224
5567,Delta,1.385613,0.34762418,0.1214512,1.1958452
5568,Theta,0.9250471,-0.19747655,-0.41829413,0.83289766
5569,Gamma,-0.04809872,-0.2890452,-0.4040828,-0.11765584
5570,Alpha,0.8528835,-0.13642973,-0.14117786,0.614615
5571,Beta,0.5166408,0.06859201,-0.09448949,0.4120819
5572,Delta,1.4175588,0.3735877,0.15649362,1.2237145
